"id","jira_parent_id",candidate_id,"project_id","ticket_number","interview_number","interview_type","interview_technology","interview_language","interview_seniority_level","task_status","task_created_date","interview_date","subjective_readiness","interviewer_comment","project_name"
884,237,7775,1389,SPT-15498,2,TECH,Android,RUSSIAN,,DONE,"2022-07-13 11:02:03","2022-07-18 05:00:00",90.0,"Сильные стороны: Хорошо знает основы. Грамотная речь.

Слабые стороны: Мало опыта коммерческой разработки. Не работал с RxJava

",Laba_Sales
885,119,3588,283,SPT-15497,2,TECH,iOS,RUSSIAN,,DONE,"2022-07-13 10:44:04","2022-07-19 14:00:00",40.0,"Сильные стороны:
Быстро обучается и частично понимает, как что работает и при изучении смотрит в глубь

Слабые стороны:
Мало практики на коммерческом проекте 
",tabby SA
886,273,10100,1389,SPT-15496,3,TECH,React,ENGLISH,,DONE,"2022-07-13 10:34:01","2022-07-15 12:00:00",75.0,"Сильные стороны:
Хорошие теоретические знания в базовом JS, отличное понимание event loop, знает общие концепции реакт.

Слабые стороны:
Знания по Реакт во многом поверхностны и неполны. Стоит отвечать более уверенно, меньше волноваться, улучшать разговорный английский - из-за волнения есть сложности сформулировать ответ, даже когда знания есть.",Laba_Sales
887,308,4898,873,SPT-15494,3,TECH,React,ENGLISH,,DONE,"2022-07-13 10:27:03","2022-07-18 13:00:00",85.0,"В целом неплохое понимание JS и React, все моменты указаны в матрице, чувствуется волнение, льет много воды. После повторения упущенных знаний можно ставить на проект, желательно чтобы был ментор.				

",Purity (Dustin)
888,122,2086,101,SPT-15489,2,TECH,Android,RUSSIAN,J1,DONE,"2022-07-13 09:22:47","2022-07-18 13:00:00",50.0,"Сильные стороны: IT fundamentals and principles, Version Control System, Java Memory, Java Collections (кроме алгоритма нормализации дерева)

Слабые стороны: java basics (пул Integer; статический блок инициализации;  методо intern; ковариантность/инвариантность/контрвариантность), java collections (Алгоритм нормализации дерева), java concurrency (atomic vs volatile; executors)

",Тинькофф Банк
891,173,4413,1326,SPT-15485,2,TECH,QAManual,RUSSIAN,J3,DONE,"2022-07-13 08:04:36","2022-07-15 06:00:00",75.0,"Сильные стороны:

Слабые стороны: самопрезентация очень слабая, на вопросы отвечает размыто, часто не по сути вопроса (спросила про тестовую документацию, стал рассказывать про проектную)

",Сбер РБ Платежи&Переводы
892,132,10383,1157,SPT-15484,3,TECH,QAPerformance,RUSSIAN,J1,CANCEL,"2022-07-13 08:04:03","2022-07-15 11:00:00",,"Сильные стороны:

Слабые стороны:

",ПАО Банк «ФК Открытие»
893,137,10374,1157,SPT-15481,3,TECH,QAPerformance,RUSSIAN,J1,DONE,"2022-07-13 07:54:57","2022-07-14 11:00:00",65.0,"Сильные стороны:
Повторила теорию тестирования производительности, знание работы БД, программирования.
Слабые стороны:
Отсутствие практики с необходимыми инструментами.
",ПАО Банк «ФК Открытие»
896,355,4898,1389,SPT-15476,2,TECH,NodeJs,ENGLISH,,DONE,"2022-07-13 06:52:57","2022-07-14 07:00:00",70.0,"Сильные стороны: уверенно отвечал на заданные вопросы, ответы старался давать развернуто

Слабые стороны: не хватает моментами технического английского

",Laba_Sales
897,120,7651,1389,SPT-15474,3,TECH,dotNET,ENGLISH,,DONE,"2022-07-13 06:23:07","2022-07-18 10:00:00",84.0,"Сильные стороны: Администрирование БД, общее понимание микросервисной архитектуры

Слабые стороны: RabbitMQ, контекст синхронизации, распределение нагрузки в микросервисном приложении

",Laba_Sales
898,174,7385,195,SPT-15472,5,TECH,Java,RUSSIAN,,DONE,"2022-07-12 18:28:50","2022-07-14 14:00:00",80.0,"Сильные стороны: REST, microservices, Helm

Слабые стороны: insert in SQL

",Философия ИТ
903,217,1374,195,SPT-15466,2,TECH,React,RUSSIAN,J1,DONE,"2022-07-12 15:42:32","2022-07-13 10:30:00",95.0,"Сильные стороны: Очень хорошее знание базы

Слабые стороны: Поверхностное знание паттернов проектирования. Некоторые темы изучены недостаточно глубоко.

",Философия ИТ
904,352,1536,1218,SPT-15465,2,TECH,Java,ENGLISH,M1,DONE,"2022-07-12 15:37:20","2022-07-13 08:00:00",70.0,"Сильные стороны:
Хороший и уверенный рассказ про свой опыт
Слабые стороны:
Хромают знания по Java Core, использует русские слова во время интервью
",Quincus
906,165,3589,66,SPT-15461,6,TECH,React,RUSSIAN,J2,DONE,"2022-07-12 14:51:47","2022-07-15 10:00:00",70.0,"Сильные стороны:
Оптимизация реакта
Слабые стороны:
Практические задачки - много ошибок
Чувствуется, что не уверен при решении задач",Альфа-банк
