"id","jira_parent_id","candidate_id","project_id","ticket_number","interview_number","interview_type","interview_technology","interview_language","interview_seniority_level","task_status","task_created_date","interview_date","subjective_readiness","interviewer_comment"
339,,,,SE-27778,,SOFT,,ENGLISH,,RESOLVED,"2022-06-21 06:25:16","2022-06-24 05:00:00",73.0,"1)should ask ""How are you?' question back to establish the repport;
2)should use the structure of Self-presentstion from the chat and prepare the speech accordingly;
3)should remember the STAR plan while talking about the situations on the projects (S- situation, T-task, A- activity, R-result) and be ready to give examples about your biggest success, the biggest challenge and a negative situation;
4)should prepare the answer about strengths and weaknesses (there is an example in the chat) and make sure to emphasise that you are working on your weaknesses;
5)do not forget to use closing phrases such as ‘That’s it/ That’s all I wanted to say / I am ready to answer your other questions’ etc.; (should not use ‘something like this’ phrase);
6)should write down the questions to the customer using polite phrases from the chat;
7)should prepare the answer to the question ‘Why are you the fit for this position?’ (the example is in the chat);
8)should look more often into the camera to maintain the contact and try not to touch your face and head a lot;
9)should pay attention to the pronounciation of the wordtechnology and to the words and phrases: has to investigate, I have never had ANY."
340,,,,SE-27725,,SOFT,,ENGLISH,,RESOLVED,"2022-06-20 11:39:45","2022-06-22 10:00:00",78.0,"1) make sure to include the information about the projects to your self-presentation 2) try to use phrases like Let me see..Well..As far as I'm concerned..to win yourself some time to think the answer through when the question is tricky + closing phrases That's it / That's all I wanted to say + Now I'm ready to answer your questions 3) talking about your strengths give more details on how they are presented in your work life, about weaknesses - the ways your're working on them. In general, more details in answers 4) remember to return the question to the customer during the small talk 			"
341,,,,SE-27714,,SOFT,,ENGLISH,,RESOLVED,"2022-06-20 10:53:48","2022-06-21 10:00:00",89.0,"Oleksii has demonstrated great soft skills and strong self-presentation, which was saturated with detailed information about the projects and experience. Oleksii has a definite self-development plan, which he knows how to implement and it proves that he is eager to develop and to leave his comfort zone. The candidate's English level is high, grammatically correct, fluent. I wish Oleksii godd luck at his future interviews.			"
342,,,,SE-27682,,SOFT,,ENGLISH,,RESOLVED,"2022-06-20 09:47:02","2022-06-23 11:00:00",88.0,"Eduardo is a strong candidate with outstanding soft skills. He is absolutely ready to keep the conversation going, he asks back polite questions and attentively listens to the interviewer. Eduardo has vast experience, which he eagerly presents in deep detail, still for the sake of limited time I would recommend keeping to the self-presentation structure. The language level is high, Eduardo is fluent and is ready to interact on any topics. I wish Eduardo good luck and do his best!			"
343,,,,SE-27665,,SOFT,,ENGLISH,,RESOLVED,"2022-06-20 08:50:41","2022-06-21 05:00:00",80.0,"The overall impression of the conversation is positive, the candidate is a great professional, with extensive professional background and experience; also with quite good communication skills: he can support small talk and establish rapport with the interviewer; provides elaborate answers to the questions; self-presentation is well-done. I would recommend the candidate to be more confident when answering questions, especially focus on the following ones: ""What do you like most about your job?"", ""What do you consider to be your greatest professional achievement?"", ""Why do you think you're the best fit for this position?"". In general, I can say the candidate is ready for the job interview in English.			"
344,,,,SE-27651,,SOFT,,ENGLISH,,RESOLVED,"2022-06-20 07:23:28","2022-06-22 05:00:00",80.0,"""The candidate has good soft skills and English. There are some things to pay attention to:

1)should ask """"How are you?' question back;
2)should prepare the answer about  weaknesses (the ways of working on them);
3)try to use phrases like 'Let me see..Well..As far as I'm concerned...' if the questions is unexpected or tricky to win yourself some time to think the answer through;
4)should write down the questions to the customer using polite phrases from the chat
""			"
345,,,,SE-27588,,SOFT,,ENGLISH,,RESOLVED,"2022-06-17 10:56:20","2022-06-21 05:41:00",66.0,"Sergey is a friendly and open candidate with good professional experience. As far as his soft skills are regarded, I would recommend working on self-presentation structure, as it is necessary to make the talk about yourself more detailed, logical and easier to follow. Sergey didn't remember particular information about the project and the customer, so my strong recommendation is to prepare this point and think about the questions to the customer, which will show the candidate's interest in the position. Some language points :1)don't overuse the word ""yaeh""  2)check the pronunciation of the words 'courses, methodology, business analyst' 3)take care with the position of adverbs after verbs. I wish Sergey good luck at the future interviews!			"
346,,,,SE-27577,,SOFT,,ENGLISH,,CANCELED,"2022-06-17 10:13:09","2022-06-21 07:00:00",,
347,,,,SE-27550,,SOFT,,ENGLISH,,CANCELED,"2022-06-17 08:11:00","2022-06-21 06:00:00",,
348,,,,SE-27543,,SOFT,,ENGLISH,,RESOLVED,"2022-06-17 07:35:18","2022-06-20 11:20:00",87.0,"Arina has great soft skills which allow her to demonstarte great potential and experience. Her self-presentation is well-structured, balanced, detailed, provides extensive information about her background. Arina's level of English is good, it's fluent, grammatically and lexically correct, all the vocabulary and lexics used are appropriate and to the point. The candidate feels good when answering tricky questions, she is ready to speak on unprepared topics. I wish Arina to keep developing and good luck at the future interviews.			"
349,,,,SE-27521,,SOFT,,ENGLISH,,RESOLVED,"2022-06-17 05:56:59","2022-06-20 05:00:00",75.0,"""The candidate has good soft skills and English. There are some things to pay attention to:

1)should ask """"How are you?' question back;
2)should use the structure of Self-presentstion from the chat and prepare the speech accordingly;
3)should remember the STAR plan while talking about the situations on the projects (S- situation, T-task, A- activity, R-result);
4)should prepare the answer about strengths and weaknesses (there is an example in the chat);
5)do not forget to use closing phrases such as ‘That’s it/ That’s all I wanted to say / I am ready to answer your other questions’ etc.; (should not use ‘something like this’ phrase);
6)should write down the questions to the customer using polite phrases from the chat;
7)should look more often into the camera to maintain the contact;
8)should pay attention to the words faster (not more faster), a communicative person, I was stressed, it was stressful, It was nerve-wracking, I was nervous.
In general, the candidate has good English and good soft skills. Good luck!""			"
